[时间]:2022-04-29 10:59:00,238-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:11:07,832-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'code': 1, 'msg': '成功', 'data': {'total': 21, 'list': [{'id': '2647c6a184634f10b3b85fa95126fcd8', 'name': 'wwwwww', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5570, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 10:31:41', 'updateTime': '2022-04-27 08:38:03', 'taskRunNum': 5, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-28 03:07:33'}, {'id': '0e15ed7ac50c49f795275d315f686f9d', 'name': 'task-write-read', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-27 08:08:45', 'updateTime': '2022-04-27 08:08:45', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-27 08:09:13'}, {'id': '208352c657854b5ba348804019f7d9ab', 'name': 'image-params-test-001', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-27 08:06:18', 'updateTime': '2022-04-27 08:06:18', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-27 08:06:36'}, {'id': 'ab7bd12c587847a287ffc0c1a3e54d12', 'name': 'wweeee', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5570, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 10:26:12', 'updateTime': '2022-04-26 10:26:12', 'taskRunNum': 1, 'lastRunStatus': 'TaskRunTimeout', 'lastRunTime': '2022-04-26 10:26:20'}, {'id': 'b997f1eabcfe4a0d8c887c35bb610739', 'name': 'image-params-test', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 09:58:38', 'updateTime': '2022-04-26 10:10:03', 'taskRunNum': 4, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-28 02:04:05'}, {'id': '5c20f010171049a4b089d029ba3f7a9a', 'name': 'wwwwuuu', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': None, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 09:06:16', 'updateTime': '2022-04-26 09:06:16', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '09a9e6412a3447459bdedccc878b7953', 'name': 'image-build', 'category': 'wq', 'labels': {'category': 'wq'}, 'createUser': 221, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 08:42:17', 'updateTime': '2022-04-26 08:42:17', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '29dd03dbc4014649a115c74f8661cb23', 'name': 'ss1', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 07:23:21', 'updateTime': '2022-04-26 07:23:21', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '00e535f2c0074a5aa59eec098a2c02f9', 'name': 'dasd', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5643, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 07:01:11', 'updateTime': '2022-04-26 07:01:11', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '68858855538541f8a72849dcd949f536', 'name': 'demo-02', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 06:25:30', 'updateTime': '2022-04-26 06:43:47', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-26 06:44:30'}]}}】
[时间]:2022-04-29 13:11:07,835-[级别]:INFO-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【successes】】
[时间]:2022-04-29 13:11:07,835-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【end】

[时间]:2022-04-29 13:11:10,187-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:10,194-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:10,200-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:10,206-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:10,211-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:10,217-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:10,222-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【start】
[时间]:2022-04-29 13:11:10,222-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:11:10,222-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/task/list】
[时间]:2022-04-29 13:11:10,222-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'zt'}】
[时间]:2022-04-29 13:11:10,222-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer 420e9283-f413-4b44-a383-e915f8d33fc0'}】
[时间]:2022-04-29 13:11:10,403-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:10,414-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:10,423-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:10,429-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:10,437-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:10,445-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:10,451-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【start】
[时间]:2022-04-29 13:11:10,451-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:11:10,451-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/task/list】
[时间]:2022-04-29 13:11:10,451-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'zt'}】
[时间]:2022-04-29 13:11:10,451-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer 420e9283-f413-4b44-a383-e915f8d33fc0'}】
[时间]:2022-04-29 13:11:10,545-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'code': 1, 'msg': '成功', 'data': {'total': 21, 'list': [{'id': '2647c6a184634f10b3b85fa95126fcd8', 'name': 'wwwwww', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5570, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 10:31:41', 'updateTime': '2022-04-27 08:38:03', 'taskRunNum': 5, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-28 03:07:33'}, {'id': '0e15ed7ac50c49f795275d315f686f9d', 'name': 'task-write-read', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-27 08:08:45', 'updateTime': '2022-04-27 08:08:45', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-27 08:09:13'}, {'id': '208352c657854b5ba348804019f7d9ab', 'name': 'image-params-test-001', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-27 08:06:18', 'updateTime': '2022-04-27 08:06:18', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-27 08:06:36'}, {'id': 'ab7bd12c587847a287ffc0c1a3e54d12', 'name': 'wweeee', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5570, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 10:26:12', 'updateTime': '2022-04-26 10:26:12', 'taskRunNum': 1, 'lastRunStatus': 'TaskRunTimeout', 'lastRunTime': '2022-04-26 10:26:20'}, {'id': 'b997f1eabcfe4a0d8c887c35bb610739', 'name': 'image-params-test', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 09:58:38', 'updateTime': '2022-04-26 10:10:03', 'taskRunNum': 4, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-28 02:04:05'}, {'id': '5c20f010171049a4b089d029ba3f7a9a', 'name': 'wwwwuuu', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': None, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 09:06:16', 'updateTime': '2022-04-26 09:06:16', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '09a9e6412a3447459bdedccc878b7953', 'name': 'image-build', 'category': 'wq', 'labels': {'category': 'wq'}, 'createUser': 221, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 08:42:17', 'updateTime': '2022-04-26 08:42:17', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '29dd03dbc4014649a115c74f8661cb23', 'name': 'ss1', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 07:23:21', 'updateTime': '2022-04-26 07:23:21', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '00e535f2c0074a5aa59eec098a2c02f9', 'name': 'dasd', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5643, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 07:01:11', 'updateTime': '2022-04-26 07:01:11', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '68858855538541f8a72849dcd949f536', 'name': 'demo-02', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 06:25:30', 'updateTime': '2022-04-26 06:43:47', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-26 06:44:30'}]}}】
[时间]:2022-04-29 13:11:10,549-[级别]:INFO-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【successes】】
[时间]:2022-04-29 13:11:10,549-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【end】

[时间]:2022-04-29 13:11:10,760-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'code': 1, 'msg': '成功', 'data': {'total': 21, 'list': [{'id': '2647c6a184634f10b3b85fa95126fcd8', 'name': 'wwwwww', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5570, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 10:31:41', 'updateTime': '2022-04-27 08:38:03', 'taskRunNum': 5, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-28 03:07:33'}, {'id': '0e15ed7ac50c49f795275d315f686f9d', 'name': 'task-write-read', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-27 08:08:45', 'updateTime': '2022-04-27 08:08:45', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-27 08:09:13'}, {'id': '208352c657854b5ba348804019f7d9ab', 'name': 'image-params-test-001', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-27 08:06:18', 'updateTime': '2022-04-27 08:06:18', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-27 08:06:36'}, {'id': 'ab7bd12c587847a287ffc0c1a3e54d12', 'name': 'wweeee', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5570, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 10:26:12', 'updateTime': '2022-04-26 10:26:12', 'taskRunNum': 1, 'lastRunStatus': 'TaskRunTimeout', 'lastRunTime': '2022-04-26 10:26:20'}, {'id': 'b997f1eabcfe4a0d8c887c35bb610739', 'name': 'image-params-test', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 09:58:38', 'updateTime': '2022-04-26 10:10:03', 'taskRunNum': 4, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-28 02:04:05'}, {'id': '5c20f010171049a4b089d029ba3f7a9a', 'name': 'wwwwuuu', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': None, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 09:06:16', 'updateTime': '2022-04-26 09:06:16', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '09a9e6412a3447459bdedccc878b7953', 'name': 'image-build', 'category': 'wq', 'labels': {'category': 'wq'}, 'createUser': 221, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 08:42:17', 'updateTime': '2022-04-26 08:42:17', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '29dd03dbc4014649a115c74f8661cb23', 'name': 'ss1', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 07:23:21', 'updateTime': '2022-04-26 07:23:21', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '00e535f2c0074a5aa59eec098a2c02f9', 'name': 'dasd', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5643, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 07:01:11', 'updateTime': '2022-04-26 07:01:11', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '68858855538541f8a72849dcd949f536', 'name': 'demo-02', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 06:25:30', 'updateTime': '2022-04-26 06:43:47', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-26 06:44:30'}]}}】
[时间]:2022-04-29 13:11:10,761-[级别]:INFO-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【successes】】
[时间]:2022-04-29 13:11:10,761-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【end】

[时间]:2022-04-29 13:11:12,685-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:12,691-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:12,696-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:12,702-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:12,709-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:12,714-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:12,719-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【start】
[时间]:2022-04-29 13:11:12,719-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:11:12,719-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/task/list】
[时间]:2022-04-29 13:11:12,719-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'zt'}】
[时间]:2022-04-29 13:11:12,719-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer 420e9283-f413-4b44-a383-e915f8d33fc0'}】
[时间]:2022-04-29 13:11:12,914-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:12,919-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:12,925-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:12,931-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:12,937-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:12,944-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:12,949-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【start】
[时间]:2022-04-29 13:11:12,949-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:11:12,949-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/task/list】
[时间]:2022-04-29 13:11:12,950-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'zt'}】
[时间]:2022-04-29 13:11:12,950-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer 420e9283-f413-4b44-a383-e915f8d33fc0'}】
[时间]:2022-04-29 13:11:13,179-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'code': 1, 'msg': '成功', 'data': {'total': 21, 'list': [{'id': '2647c6a184634f10b3b85fa95126fcd8', 'name': 'wwwwww', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5570, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 10:31:41', 'updateTime': '2022-04-27 08:38:03', 'taskRunNum': 5, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-28 03:07:33'}, {'id': '0e15ed7ac50c49f795275d315f686f9d', 'name': 'task-write-read', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-27 08:08:45', 'updateTime': '2022-04-27 08:08:45', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-27 08:09:13'}, {'id': '208352c657854b5ba348804019f7d9ab', 'name': 'image-params-test-001', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-27 08:06:18', 'updateTime': '2022-04-27 08:06:18', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-27 08:06:36'}, {'id': 'ab7bd12c587847a287ffc0c1a3e54d12', 'name': 'wweeee', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5570, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 10:26:12', 'updateTime': '2022-04-26 10:26:12', 'taskRunNum': 1, 'lastRunStatus': 'TaskRunTimeout', 'lastRunTime': '2022-04-26 10:26:20'}, {'id': 'b997f1eabcfe4a0d8c887c35bb610739', 'name': 'image-params-test', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 09:58:38', 'updateTime': '2022-04-26 10:10:03', 'taskRunNum': 4, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-28 02:04:05'}, {'id': '5c20f010171049a4b089d029ba3f7a9a', 'name': 'wwwwuuu', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': None, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 09:06:16', 'updateTime': '2022-04-26 09:06:16', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '09a9e6412a3447459bdedccc878b7953', 'name': 'image-build', 'category': 'wq', 'labels': {'category': 'wq'}, 'createUser': 221, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 08:42:17', 'updateTime': '2022-04-26 08:42:17', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '29dd03dbc4014649a115c74f8661cb23', 'name': 'ss1', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 07:23:21', 'updateTime': '2022-04-26 07:23:21', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '00e535f2c0074a5aa59eec098a2c02f9', 'name': 'dasd', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5643, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 07:01:11', 'updateTime': '2022-04-26 07:01:11', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '68858855538541f8a72849dcd949f536', 'name': 'demo-02', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 06:25:30', 'updateTime': '2022-04-26 06:43:47', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-26 06:44:30'}]}}】
[时间]:2022-04-29 13:11:13,182-[级别]:INFO-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【successes】】
[时间]:2022-04-29 13:11:13,182-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【end】

